id;date;location_id;person_id;reason_id
361;2024-10-09;1;1913;1
362;2023-10-31;30;3896;3
363;2024-05-31;38;1451;2
364;2024-08-25;38;1823;4
365;2024-08-04;13;4885;1
366;2024-07-06;2;701;2
367;2024-03-21;29;1778;3
368;2024-09-27;33;3616;4
369;2024-04-12;11;4804;3
370;2024-12-30;37;3203;4
371;2024-09-13;12;503;4
372;2023-12-19;17;784;3
373;2024-08-20;15;2559;4
374;2024-07-21;9;3651;2
375;2024-01-03;34;2622;3
376;2024-11-27;1;4858;2
377;2023-09-28;9;4126;4
378;2024-05-04;39;990;4
379;2023-06-07;23;1740;3
380;2024-01-04;16;3809;2
381;2023-10-22;4;2691;4
382;2024-10-11;16;4463;1
383;2024-09-27;13;36;3
384;2023-09-08;12;1339;1
385;2023-10-29;2;4096;1
386;2024-12-15;15;4356;2
387;2024-11-23;27;2478;4
388;2024-10-01;38;3507;4
389;2025-01-01;25;1572;2
390;2024-01-28;8;3966;2
391;2024-07-14;36;1096;4
392;2024-02-04;27;790;1
393;2023-11-21;6;4636;2
394;2024-05-26;20;2707;3
395;2024-06-18;19;4394;3
396;2024-09-19;37;4592;3
397;2023-12-18;16;1251;2
398;2023-09-05;27;3911;2
399;2024-10-29;19;4613;3
400;2024-08-13;19;4541;2
401;2024-11-03;30;3628;1
402;2024-01-11;30;3819;4
403;2023-06-07;39;3936;3
404;2023-09-12;5;3938;2
405;2024-08-27;12;3993;3
406;2024-05-01;4;2262;4
407;2024-09-07;10;2832;1
408;2025-01-08;30;1847;2
409;2024-06-09;29;2142;1
410;2023-12-07;10;2829;3
411;2024-10-11;7;3366;1
412;2023-06-16;27;3591;2
413;2023-09-14;28;4027;4
414;2024-08-23;2;4604;2
415;2024-06-18;37;1909;1
416;2024-04-11;29;2576;1
417;2024-12-16;27;1760;4
418;2024-05-31;17;1674;3
419;2024-10-28;36;3407;4
420;2024-04-26;35;2105;4
421;2024-05-19;1;3412;1
422;2024-12-18;13;1973;1
423;2023-07-04;30;2521;1
424;2023-07-31;31;3557;3
425;2024-10-24;14;636;2
426;2024-03-05;16;4478;3
427;2024-07-14;3;1893;4
428;2024-11-28;31;2471;4
429;2024-07-11;40;1938;2
430;2024-07-27;21;4477;2
431;2023-10-09;28;4425;3
432;2024-09-20;17;66;2
433;2024-06-29;3;650;3
434;2024-01-13;16;1858;2
435;2023-10-09;31;1925;1
436;2025-01-08;31;402;3
437;2024-12-03;34;3935;3
438;2024-06-23;31;2590;2
439;2024-08-15;26;964;4
440;2023-07-31;22;2925;4
441;2023-12-06;14;1726;1
442;2024-11-11;23;4035;2
443;2024-08-08;28;3615;2
444;2024-04-25;22;2645;1
445;2024-04-30;23;4467;1
446;2024-02-11;12;1854;3
447;2023-08-17;18;2406;4
448;2024-05-04;2;3835;2
449;2024-10-29;11;4866;4
450;2024-03-01;5;1158;1
451;2024-01-08;32;3333;3
452;2023-08-18;17;814;3
453;2023-10-21;40;3165;1
454;2025-01-07;1;241;3
455;2024-06-09;27;3285;4
456;2023-10-06;12;2457;3
457;2023-11-02;5;3135;4
458;2023-08-18;16;1048;4
459;2023-09-10;21;2773;3
460;2023-06-11;26;621;2
461;2024-05-25;35;4633;1
462;2024-05-03;1;270;1
463;2025-01-21;24;2510;3
464;2024-01-02;31;2377;1
465;2024-01-06;37;416;4
466;2024-12-28;3;500;3
467;2024-02-25;6;2698;4
468;2024-05-06;9;2574;2
469;2023-10-09;23;3733;3
470;2024-03-02;19;494;2
471;2024-07-29;10;3363;1
472;2024-10-06;11;2669;2
473;2024-07-23;7;3978;2
474;2024-01-11;38;4361;3
475;2024-10-11;9;4342;1
476;2024-09-27;8;2876;2
477;2024-03-12;21;1303;2
478;2023-06-15;15;2584;2
479;2024-04-23;3;1371;3
480;2023-09-03;24;3669;4
481;2023-08-28;34;2733;3
482;2024-01-18;20;2081;3
483;2023-10-06;16;2713;2
484;2023-11-09;18;2369;3
485;2024-03-08;36;3227;4
486;2024-07-06;32;4038;1
487;2024-01-21;22;1004;4
488;2024-10-24;18;694;2
489;2024-09-24;20;990;3
490;2024-05-01;36;4114;3
491;2024-03-13;11;4193;2
492;2023-11-19;21;4325;1
493;2024-08-01;16;284;4
494;2023-08-08;1;4394;1
495;2024-01-20;16;2368;3
496;2023-10-12;25;286;1
497;2023-06-23;20;1218;1
498;2024-11-13;20;4373;1
499;2024-03-18;10;3328;2
500;2024-10-06;26;2048;4
501;2024-11-12;39;2720;3
502;2024-04-19;12;2825;1
503;2025-01-23;26;3185;4
504;2024-03-12;37;3793;4
505;2023-08-12;28;2409;2
506;2024-04-10;11;2289;4
507;2023-11-30;10;258;4
508;2023-10-10;10;3154;1
509;2024-02-19;21;3341;1
510;2023-10-04;25;1451;3
511;2023-11-28;14;4390;2
512;2025-01-20;32;2919;3
513;2023-12-10;37;3672;2
514;2024-09-08;35;1934;2
515;2023-07-03;37;4610;4
516;2024-07-13;12;2580;3
517;2024-05-12;8;2154;2
518;2024-03-27;31;3270;3
519;2024-03-08;37;3313;3
520;2025-01-13;39;3141;2
521;2025-01-09;9;2403;4
522;2023-06-23;38;18;3
523;2024-08-18;9;3797;4
524;2024-05-24;24;4646;1
525;2023-11-04;16;2582;4
526;2024-05-20;2;912;1
527;2024-07-31;11;4333;1
528;2024-04-05;8;1378;3
529;2024-07-14;1;2925;2
530;2023-11-23;2;1934;3
531;2024-04-22;14;1543;1
532;2024-02-18;32;461;4
533;2023-09-29;33;947;4
534;2024-10-15;6;1605;3
535;2024-06-29;30;4573;4
536;2023-09-12;18;2192;4
537;2024-12-25;40;4868;4
538;2024-01-10;20;2724;3
539;2023-06-21;2;701;3
540;2024-07-19;30;3362;3
541;2024-05-28;5;1277;3
542;2023-08-31;24;138;1
543;2024-11-03;31;3200;4
544;2024-05-28;21;3603;4
545;2023-06-12;2;344;1
546;2025-01-04;23;11;3
547;2023-09-02;26;1249;4
548;2023-06-19;6;4247;3
549;2024-12-02;36;3151;4
550;2024-11-30;38;4854;4
551;2024-04-27;34;3712;2
552;2024-01-10;40;1220;1
553;2024-05-31;14;4106;1
554;2024-09-18;23;1032;2
555;2023-06-05;33;2624;2
556;2024-08-20;5;346;4
557;2023-07-01;38;2779;4
558;2024-12-22;36;2969;1
559;2024-06-14;21;686;3
560;2023-08-06;12;2195;2
561;2024-05-07;12;2578;4
562;2024-07-27;19;1845;4
563;2024-11-06;2;506;1
564;2023-07-21;11;2972;1
565;2024-03-14;11;2785;4
566;2024-05-31;40;2714;1
567;2024-07-26;10;3661;4
568;2024-01-14;34;4000;1
569;2024-09-15;17;4316;2
570;2024-05-12;13;3751;1
571;2023-08-14;27;4011;2
572;2024-04-26;25;410;4
573;2025-01-11;30;3163;4
574;2024-06-29;21;3109;2
575;2024-10-29;37;2262;4
576;2024-06-15;36;3153;1
577;2024-03-06;30;4134;1
578;2024-01-09;29;1714;2
579;2024-10-11;23;4918;1
580;2023-11-07;14;4124;1
581;2024-12-26;35;722;4
582;2024-02-13;5;136;4
583;2024-07-03;15;3714;1
584;2024-10-19;12;255;4
585;2024-02-22;26;309;4
586;2024-12-02;15;4461;4
587;2024-04-26;38;4850;1
588;2024-10-02;4;1715;1
589;2024-06-16;20;4834;3
590;2023-09-01;7;292;1
591;2024-01-22;39;3134;2
592;2024-04-19;22;506;4
593;2024-08-10;24;3189;1
594;2023-07-31;19;1234;3
595;2024-06-27;33;3384;4
596;2023-10-08;32;3307;2
597;2024-01-11;1;2009;4
598;2024-12-16;8;824;3
599;2023-11-01;26;614;4
600;2024-07-23;3;3032;2
601;2024-08-01;19;4975;4
602;2024-10-01;3;1444;2
603;2024-12-11;39;3467;1
604;2024-05-06;27;3287;2
605;2023-08-09;39;2721;3
606;2024-10-12;8;2908;3
607;2024-01-19;35;1268;1
608;2023-12-06;6;2808;2
609;2023-07-21;10;3036;4
610;2024-08-01;29;2642;4
611;2024-12-08;14;3735;1
612;2023-08-28;14;1540;1
613;2024-12-31;38;4301;4
614;2024-03-28;5;1828;2
615;2023-11-01;30;2274;4
616;2024-09-28;23;2561;4
617;2023-10-25;35;538;2
618;2024-09-08;18;2806;3
619;2024-05-10;9;3986;3
620;2024-10-11;22;1928;2
621;2023-11-09;9;438;3
622;2024-08-05;19;799;2
623;2024-03-07;23;2879;2
624;2023-09-21;22;163;2
625;2025-01-05;14;3846;4
626;2023-11-12;37;486;4
627;2024-04-26;38;3168;4
628;2024-08-11;13;2760;3
629;2024-01-09;37;3571;4
630;2023-10-06;26;2606;1
631;2023-07-20;33;1560;3
632;2023-10-18;16;60;4
633;2024-09-15;17;13;2
634;2024-11-14;6;3875;3
635;2024-04-06;34;3602;2
636;2024-08-18;11;3627;1
637;2024-10-27;2;308;3
638;2023-12-15;39;2668;4
639;2023-09-28;17;4098;2
640;2024-06-24;38;2697;4
641;2023-08-21;23;3569;4
642;2024-08-10;26;4915;3
643;2023-12-19;18;2247;3
644;2023-07-29;21;2570;3
645;2023-10-25;27;3255;4
646;2024-09-15;32;637;3
647;2024-12-21;11;2314;2
648;2025-01-02;32;4484;1
649;2024-12-28;28;1114;4
650;2023-12-29;5;1665;2
651;2024-06-25;9;2082;1
652;2024-02-04;14;1965;3
653;2024-12-19;14;3573;3
654;2023-12-13;29;1240;1
655;2024-07-25;1;3313;3
656;2024-10-21;16;2067;3
657;2024-12-11;12;1232;4
658;2024-07-04;33;1746;2
659;2024-12-01;3;2781;4
660;2024-06-04;20;2399;3
661;2024-11-04;16;1733;4
662;2024-01-12;20;3641;1
663;2023-06-28;12;3623;4
664;2023-10-25;34;2678;1
665;2024-02-24;30;3821;1
666;2024-07-27;11;3168;4
667;2024-08-22;14;933;2
668;2024-09-21;18;3032;2
669;2024-09-29;22;4493;1
670;2024-10-28;32;3155;2
671;2024-03-07;1;4915;2
672;2024-12-27;36;478;1
673;2024-09-22;28;639;1
674;2024-04-27;27;1042;1
675;2023-07-23;4;4832;4
676;2024-01-25;7;1852;2
677;2024-07-23;15;943;1
678;2024-10-06;38;3981;3
679;2023-09-16;6;1325;3
680;2023-11-10;32;346;3
681;2024-10-08;26;3203;1
682;2024-03-27;7;2478;2
683;2024-05-09;39;3627;2
684;2024-06-02;8;569;4
685;2024-11-25;27;349;3
686;2024-11-29;24;2036;2
687;2024-02-09;11;2422;4
688;2023-12-07;2;4448;1
689;2023-08-25;30;198;2
690;2024-01-07;8;2109;4
691;2023-12-28;26;4814;1
692;2023-07-31;26;2105;1
693;2024-03-29;35;2379;4
694;2023-11-22;14;4005;3
695;2023-06-12;35;385;3
696;2024-06-11;21;2799;3
697;2025-01-05;23;1689;3
698;2024-04-21;32;4452;4
699;2024-07-16;35;2266;4
700;2024-07-10;5;2354;2
701;2024-07-18;18;1208;3
702;2025-01-24;19;1047;4
703;2023-08-05;28;3430;1
704;2025-01-07;30;131;3
705;2025-01-15;4;3900;4
706;2024-08-19;19;4573;2
707;2023-10-13;14;2631;2
708;2024-11-20;14;1070;3
709;2024-04-05;27;2736;3
710;2024-12-08;36;3421;1
711;2024-11-29;11;506;1
712;2023-09-14;14;447;4
713;2024-01-13;22;4064;4
714;2024-11-13;1;3330;3
715;2023-12-05;14;600;3
716;2023-12-14;11;3409;1
717;2024-01-25;34;258;3
718;2023-06-08;4;3154;1
719;2024-09-15;27;1247;3
720;2024-04-08;34;774;4
721;2024-04-27;13;3548;2
722;2023-09-22;39;4428;3
723;2024-02-06;37;2545;1
724;2024-10-13;35;992;1
725;2023-09-15;19;3688;2
726;2023-06-23;24;2686;1
727;2025-01-22;22;1989;1
728;2024-06-11;36;4034;3
729;2024-08-16;7;3243;4
730;2024-10-21;6;3910;3
731;2023-08-19;11;943;2
732;2024-04-28;19;4289;4
733;2024-04-30;27;1783;3
734;2024-02-15;8;3987;1
735;2024-03-28;32;2244;1
736;2023-11-09;7;2766;2
737;2023-08-07;19;3979;3
738;2024-03-17;15;4034;2
739;2024-10-17;8;2813;4
740;2024-03-20;20;2724;4
741;2024-12-25;31;438;3
742;2024-08-04;16;4670;3
743;2024-01-14;20;1727;4
744;2024-10-12;5;3838;1
745;2023-09-19;33;1176;4
746;2023-12-18;13;1823;1
747;2024-07-09;14;2562;1
748;2024-04-27;23;936;3
749;2023-10-26;31;1146;2
750;2023-10-06;10;4299;1
751;2024-01-30;24;3121;1
752;2023-12-12;30;4458;3
753;2023-07-06;34;940;3
754;2024-08-02;10;4493;1
755;2024-06-10;1;1543;3
756;2024-03-09;38;3374;4
757;2024-11-22;31;3321;1
758;2024-11-16;28;4962;3
759;2024-04-17;36;2540;4
760;2024-10-27;27;4557;2
761;2024-09-10;25;2248;2
762;2024-08-07;29;3122;3
763;2023-12-19;19;2915;3
764;2024-10-17;10;3470;3
765;2024-08-05;35;4037;1
766;2024-03-22;14;2482;3
767;2024-05-24;11;3355;3
768;2025-01-01;30;249;2
769;2024-03-22;4;2108;3
770;2024-10-04;34;2104;1
771;2024-12-13;28;2181;3
772;2023-10-06;27;2670;4
773;2024-03-27;17;977;1
774;2023-08-09;30;4233;4
775;2024-11-05;1;537;1
776;2024-07-25;7;3148;3
777;2024-07-15;32;1924;3
778;2023-10-20;25;4732;3
779;2023-09-01;15;1473;4
780;2024-09-24;7;3985;4
781;2024-05-10;2;959;1
782;2023-06-07;19;3992;2
783;2023-08-14;3;3916;1
784;2023-07-22;11;3497;1
785;2024-07-05;24;1859;1
786;2024-12-05;10;2715;1
787;2024-01-24;12;3394;3
788;2023-06-12;20;1751;3
789;2023-12-16;35;4917;2
790;2023-11-10;18;2548;1
791;2024-09-23;20;4678;2
792;2024-06-17;27;4380;2
793;2024-06-13;40;3979;3
794;2023-10-05;20;1928;3
795;2024-10-07;40;768;1
796;2023-12-22;15;4903;1
797;2024-01-09;30;4386;2
798;2024-09-28;6;4773;4
799;2023-09-05;3;483;4
800;2023-07-06;2;1202;2
801;2023-07-08;5;4564;4
802;2024-09-24;20;3188;2
803;2024-05-12;31;2695;1
804;2023-06-13;14;4288;3
805;2024-12-28;30;1864;3
806;2024-03-11;6;541;3
807;2024-01-07;27;4802;3
808;2024-04-02;3;1548;2
809;2023-09-20;17;2711;4
810;2024-02-14;3;4407;1
811;2024-12-06;37;4594;1
812;2023-10-13;32;975;2
813;2023-07-01;2;787;2
814;2024-06-15;36;4936;2
815;2024-06-11;17;472;4
816;2024-12-20;6;1396;2
817;2023-06-11;21;2639;2
818;2023-10-31;9;4185;4
819;2024-02-20;15;3543;4
820;2024-09-15;27;2182;2
821;2024-10-24;16;691;4
822;2024-10-28;7;2015;3
823;2023-12-27;35;2560;3
824;2024-02-12;26;4621;1
825;2023-11-27;12;1811;3
826;2023-12-13;25;1818;3
827;2024-06-26;10;2796;3
828;2024-07-04;25;4029;3
829;2024-08-16;9;2392;2
830;2023-10-25;4;4851;2
831;2023-09-26;36;2536;1
832;2023-10-19;24;152;2
833;2024-04-08;23;2600;1
834;2024-02-20;15;69;4
835;2023-06-28;23;1438;2
836;2023-07-01;3;2187;1
837;2024-06-15;7;4505;2
838;2023-12-11;33;979;4
839;2024-12-03;13;22;1
840;2024-06-04;11;4485;1
841;2023-09-23;13;1289;3
842;2024-11-16;18;3999;3
843;2023-08-16;3;3623;3
844;2024-01-22;20;2615;1
845;2023-12-29;27;4639;4
846;2024-06-08;20;2112;4
847;2023-11-21;36;1684;4
848;2024-12-15;13;4340;1
849;2024-04-27;5;3221;3
850;2024-03-03;19;4674;3
851;2024-02-16;30;311;4
852;2023-09-04;30;173;4
853;2023-07-30;25;1926;3
854;2023-09-04;29;4128;3
855;2024-03-26;25;3718;4
856;2024-04-10;7;307;3
857;2023-06-16;3;4306;4
858;2023-11-03;26;2955;1
859;2024-04-25;8;1713;3
860;2024-11-06;19;94;4
861;2024-07-19;10;1065;4
862;2023-10-11;6;3326;3
863;2024-12-19;19;1633;4
864;2023-10-13;31;4912;1
865;2024-02-18;2;1750;4
866;2024-08-22;19;3992;2
867;2024-09-26;6;4620;3
868;2024-12-18;26;3222;2
869;2023-07-21;25;2740;4
870;2024-12-26;1;4329;1
871;2024-10-23;29;1966;3
872;2024-01-07;21;799;3
873;2024-06-27;27;4315;1
874;2024-02-21;22;1970;1
875;2023-07-26;30;941;3
876;2024-04-15;36;2019;4
877;2023-07-16;28;2385;1
878;2024-07-12;37;326;2
879;2024-12-07;40;2996;3
880;2024-08-14;14;4465;1
881;2024-03-30;28;3999;2
882;2024-03-04;37;966;4
